dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2024-02-01T07:30:00Z,2024-02-01T09:00:00Z,2024-02-26T12:35:11Z,Cours-53630-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T08:35:20Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-02-15T07:30:00Z,2024-02-15T09:00:00Z,2024-02-26T12:35:11Z,Cours-53664-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S3 = C 036\nType : TD\n",2023-10-27T08:38:27Z,S3 = C 036,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-05T16:30:00Z,2024-03-05T18:00:00Z,2024-02-26T12:35:11Z,Cours-53676-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 BIS = C 038\nType : TD\n",2024-02-20T07:24:25Z,S2 BIS = C 038,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-13T07:30:00Z,2024-03-13T09:00:00Z,2024-02-26T12:35:11Z,Cours-53695-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : TD\n",2023-10-27T08:42:31Z,S4 = C 034,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-02T09:30:00Z,2024-04-02T11:00:00Z,2024-02-26T12:35:11Z,Cours-53710-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 BIS = C 038\nType : TD\n",2023-10-27T08:45:48Z,S2 BIS = C 038,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-09T12:30:00Z,2024-04-09T14:00:00Z,2024-02-26T12:35:11Z,Cours-53725-42-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T08:46:49Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-17T08:00:00Z,2024-04-17T09:30:00Z,2024-02-26T12:35:11Z,Cours-53731-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T08:47:35Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-02-13T07:30:00Z,2024-02-13T09:00:00Z,2024-02-26T12:35:11Z,Cours-53738-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S3 = C 036\nType : TD\n",2023-10-27T09:13:00Z,S3 = C 036,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-16T15:30:00Z,2024-04-16T17:00:00Z,2024-02-26T12:35:11Z,Cours-53761-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2024-01-09T07:45:09Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-01-29T12:00:00Z,2024-01-29T13:30:00Z,2024-02-26T12:35:11Z,Cours-53762-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T09:02:03Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-12T14:00:00Z,2024-04-12T15:30:00Z,2024-02-26T12:35:11Z,Cours-53776-42-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T08:59:56Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-02-07T07:30:00Z,2024-02-07T09:00:00Z,2024-02-26T12:35:11Z,Cours-53778-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S3 = C 036\nType : TD\n",2023-10-27T09:03:16Z,S3 = C 036,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-02-21T07:30:00Z,2024-02-21T09:00:00Z,2024-02-26T12:35:11Z,Cours-53780-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : TD\n",2023-10-27T09:06:16Z,S4 = C 034,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-07T09:00:00Z,2024-03-07T10:30:00Z,2024-02-26T12:35:11Z,Cours-53781-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S7 = C 032\nType : TD\n",2023-10-30T10:14:17Z,S7 = C 032,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-05T15:00:00Z,2024-03-05T16:30:00Z,2024-02-26T12:35:11Z,Cours-53782-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2024-01-09T07:41:24Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-12T15:00:00Z,2024-03-12T16:30:00Z,2024-02-26T12:35:11Z,Cours-53783-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : TD\n",2024-02-13T12:01:20Z,S4 = C 034,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-06T12:00:00Z,2024-03-06T13:30:00Z,2024-02-26T12:35:11Z,Cours-53795-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : TD\n",2023-10-27T09:10:46Z,S4 = C 034,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-12T13:30:00Z,2024-03-12T15:00:00Z,2024-02-26T12:35:11Z,Cours-53797-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : TD\n",2024-02-13T12:01:16Z,S4 = C 034,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-21T07:30:00Z,2024-03-21T09:00:00Z,2024-02-26T12:35:11Z,Cours-53800-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2024-01-09T07:41:48Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-05-16T08:00:00Z,2024-05-16T09:30:00Z,2024-02-26T12:35:11Z,Cours-53812-47-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T09:14:29Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-04-30T12:30:00Z,2024-04-30T14:00:00Z,2024-02-26T12:35:11Z,Cours-53813-45-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T09:14:22Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-05-07T12:30:00Z,2024-05-07T14:00:00Z,2024-02-26T12:35:11Z,Cours-53813-46-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S2 = C 040\nType : TD\n",2023-10-27T09:14:22Z,S2 = C 040,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD"
2024-03-18T15:00:00Z,2024-03-18T18:00:00Z,2024-02-26T12:35:11Z,Cours-53815-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-31T12:57:17Z,Stat 1 = Info - C 137,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-19T07:30:00Z,2024-03-19T10:30:00Z,2024-02-26T12:35:11Z,Cours-53816-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-10-31T12:56:58Z,Stat 3 = Info - C 135,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-27T07:30:00Z,2024-03-27T10:30:00Z,2024-02-26T12:35:11Z,Cours-53817-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T09:18:14Z,Stat 1 = Info - C 137,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-29T07:30:00Z,2024-03-29T10:30:00Z,2024-02-26T12:35:11Z,Cours-53818-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-10-27T09:18:19Z,Stat 1 = Info - C 137,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-03T06:30:00Z,2024-04-03T09:30:00Z,2024-02-26T12:35:11Z,Cours-53819-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2023-10-27T09:18:26Z,Stat 4 = Info - C 131,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-26T15:00:00Z,2024-03-26T18:00:00Z,2024-02-26T12:35:11Z,Cours-53820-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2024-01-11T10:13:00Z,Stat 4 = Info - C 131,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-19T16:30:00Z,2024-03-19T18:00:00Z,2024-02-26T12:35:11Z,Cours-53822-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION ARCHITECTUR\nEnseignant : MORCHID Mohamed\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2024-01-11T10:12:26Z,Stat 4 = Info - C 131,"UCE 4 APPLICATION ARCHITECTUR - MORCHID Mohamed - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-13T12:00:00Z,2024-02-13T15:00:00Z,2024-02-26T12:35:11Z,Cours-53841-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : CARIAS Patrick\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : CM\n",2024-01-16T10:38:31Z,S6 = C 022,"UCE 2 PROTOTYPAGE ET INTERFAC - CARIAS Patrick - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-01-30T07:30:00Z,2024-01-30T09:00:00Z,2024-02-26T12:35:11Z,Cours-53842-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : CARIAS Patrick\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : CM\n",2024-01-16T10:41:17Z,S6 = C 022,"UCE 2 PROTOTYPAGE ET INTERFAC - CARIAS Patrick - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-02T07:30:00Z,2024-02-02T09:00:00Z,2024-02-26T12:35:11Z,Cours-53843-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : CECILLON Noe\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2024-01-11T07:06:14Z,S5 = C 024,"UCE 2 PROTOTYPAGE ET INTERFAC - CECILLON Noe - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-09T07:30:00Z,2024-02-09T09:00:00Z,2024-02-26T12:35:11Z,Cours-53843-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : CECILLON Noe\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2024-01-11T07:06:14Z,S5 = C 024,"UCE 2 PROTOTYPAGE ET INTERFAC - CECILLON Noe - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-12T13:30:00Z,2024-02-12T16:30:00Z,2024-02-26T12:35:11Z,Cours-53871-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-10-30T10:06:01Z,Stat 6 = Info - C 129,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-18T12:00:00Z,2024-03-18T15:00:00Z,2024-02-26T12:35:11Z,Cours-53872-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 5 = Info - C 130\nType : TP\n",2024-02-22T08:07:40Z,Stat 5 = Info - C 130,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-19T07:30:00Z,2024-02-19T10:30:00Z,2024-02-26T12:35:11Z,Cours-53875-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2024-01-09T07:34:16Z,Stat 1 = Info - C 137,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-13T13:30:00Z,2024-03-13T16:30:00Z,2024-02-26T12:35:11Z,Cours-53880-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 5 = Info - C 130\nType : TP\n",2023-10-27T09:37:47Z,Stat 5 = Info - C 130,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-26T12:00:00Z,2024-03-26T13:30:00Z,2024-02-26T12:35:11Z,Cours-53887-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2024-02-15T07:13:39Z,Stat 1 = Info - C 137,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-01-30T09:00:00Z,2024-01-30T12:00:00Z,2024-02-26T12:35:11Z,Cours-53898-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : CM\n",2023-10-27T11:57:42Z,S6 = C 022,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-02T09:00:00Z,2024-02-02T12:00:00Z,2024-02-26T12:35:11Z,Cours-53899-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S5 = C 024\nType : CM\n",2023-10-27T09:49:20Z,S5 = C 024,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-06T07:30:00Z,2024-02-06T10:30:00Z,2024-02-26T12:35:11Z,Cours-53924-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2023-11-24T08:04:42Z,Stat 3 = Info - C 135,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-25T12:00:00Z,2024-03-25T13:30:00Z,2024-02-26T12:35:11Z,Cours-53935-40-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : Evaluation\n",2023-11-23T14:12:58Z,Stat 3 = Info - C 135,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation"
2024-02-15T13:30:00Z,2024-02-15T16:30:00Z,2024-02-26T12:35:11Z,Cours-53938-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-10-27T09:49:20Z,Stat 6 = Info - C 129,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-02-23T13:30:00Z,2024-02-23T16:30:00Z,2024-02-26T12:35:11Z,Cours-53943-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 2 = Info - C 136\nType : TP\n",2023-10-27T09:49:20Z,Stat 2 = Info - C 136,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-04T15:00:00Z,2024-03-04T18:00:00Z,2024-02-26T12:35:11Z,Cours-53945-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 4 = Info - C 131\nType : TP\n",2023-10-27T09:49:20Z,Stat 4 = Info - C 131,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-11T12:00:00Z,2024-03-11T15:00:00Z,2024-02-26T12:35:11Z,Cours-53947-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-10-27T09:50:49Z,Stat 6 = Info - C 129,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
